gene_name,feature_id,feature_type,gene_length_bp,eligible_candidate_count,screened_candidate_count,screening_fraction,clean_candidate_count,expert_review_candidate_count,failed_or_missing_count,clean_fraction,clean_fraction_wilson_lower_95,candidate_density_per_kb,conserved_candidate_count,conserved_candidate_fraction,exact_all_accepted_genomes_count,best_candidate_id,best_candidate_rank,best_candidate_score,median_top_5_candidate_rank,median_top_10_candidate_rank,worst_top_5_rank,median_human_hit_count,one_mismatch_candidate_count,two_mismatch_candidate_count,three_mismatch_candidate_count,tool_coverage,rank_variance,evidence_coverage,biological_evidence_status,confidence_level,best_candidate_component,top5_robustness_component,clean_fraction_component,human_burden_component,conservation_component,targetability_score,best_single_candidate_rank,top5_robustness_rank,clean_fraction_rank,targetability_rank,targetability_explanation,ranking_provenance
US8A,HHV2p06,gene,857,141,141,1.0,18,123,0,0.1276595744680851,0.08229834283843823,164.5274212368728,141,1.0,141,VST-987130218dfffaa4,61.0,0.84891064729205,207.0,475.5,454.0,4.0,1,41,121,1.0,93407.00999999998,,biological evidence not supplied,high,0.5128205128205128,0.39743589743589747,0.4358974358974359,0.6987179487179487,0.5,0.5089743589743589,38.0,48.0,45.0,43.0,"Rank-aggregated computational targetability from within-view percentiles; screened=141, eligible=141, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL28,HHV2p47,gene,5116,740,740,1.0,70,670,0,0.0945945945945946,0.07555316575151166,144.64425332290853,740,1.0,740,VST-5abc068c14b4c8ca,35.0,0.84891064729205,123.0,185.5,142.0,5.0,11,197,665,1.0,10718.45,,biological evidence not supplied,high,0.6666666666666667,0.6923076923076923,0.34615384615384615,0.33333333333333337,0.5,0.5076923076923078,27.0,25.0,52.0,44.0,"Rank-aggregated computational targetability from within-view percentiles; screened=740, eligible=740, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL35,HHV2p40,gene,409,78,78,1.0,14,64,0,0.1794871794871795,0.11003915918925879,190.70904645476773,78,1.0,78,VST-0711102ad2e7e3a0,239.0,0.8464543146718491,364.0,1020.0,968.0,3.0,1,15,64,1.0,212026.96000000002,,biological evidence not supplied,high,0.15384615384615385,0.23076923076923073,0.717948717948718,0.9358974358974359,0.5,0.5076923076923077,67.0,61.0,23.0,45.0,"Rank-aggregated computational targetability from within-view percentiles; screened=78, eligible=78, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL13,HHV2p64,gene,3667,646,646,1.0,71,574,0,0.10990712074303406,0.08805501925285084,176.1658031088083,646,1.0,646,VST-b3c226e1dbf82116,77.0,0.84891064729205,94.0,108.0,101.0,5.0,10,159,572,1.0,7220.49,,biological evidence not supplied,high,0.3782051282051282,0.8012820512820513,0.5,0.33333333333333337,0.5,0.5025641025641026,48.0,16.0,40.0,46.0,"Rank-aggregated computational targetability from within-view percentiles; screened=646, eligible=646, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL17,HHV2p60,gene,3330,543,543,1.0,69,474,0,0.1270718232044199,0.10165432258826974,163.06306306306305,543,1.0,543,VST-54b5914e21a1a192,31.0,0.84891064729205,156.0,270.0,249.0,6.0,11,163,474,1.0,10306.960000000001,,biological evidence not supplied,high,0.7051282051282051,0.5512820512820513,0.641025641025641,0.11538461538461542,0.5,0.5025641025641026,24.0,36.0,29.0,46.0,"Rank-aggregated computational targetability from within-view percentiles; screened=543, eligible=543, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL7,HHV2p69,gene,905,171,171,1.0,26,145,0,0.15204678362573099,0.10592231324615901,188.95027624309392,171,1.0,171,VST-9033bd512722ae70,60.0,0.84891064729205,220.0,497.0,455.0,5.0,2,41,145,1.0,76160.84,,biological evidence not supplied,high,0.5448717948717949,0.3846153846153846,0.6794871794871795,0.33333333333333337,0.5,0.4884615384615385,36.0,49.0,26.0,48.0,"Rank-aggregated computational targetability from within-view percentiles; screened=171, eligible=171, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL40,HHV2p35,gene,1054,185,185,1.0,20,165,0,0.10810810810810811,0.07108044191598797,175.52182163187854,185,1.0,185,VST-875bb8d78fabbed1,56.0,0.84891064729205,257.0,555.0,538.0,4.0,3,54,162,1.0,41659.810000000005,,biological evidence not supplied,high,0.5641025641025641,0.34615384615384615,0.3076923076923077,0.6987179487179487,0.5,0.4833333333333334,35.0,52.0,55.0,49.0,"Rank-aggregated computational targetability from within-view percentiles; screened=185, eligible=185, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
US10,HHV2p02,gene,1418,258,258,1.0,23,235,0,0.08914728682170543,0.060137579207471405,181.94640338504936,258,1.0,258,VST-3163b78bf7ee1dc5,17.0,0.84891064729205,108.0,140.5,127.0,6.0,1,88,230,1.0,82465.69,,biological evidence not supplied,high,0.782051282051282,0.7564102564102564,0.15384615384615385,0.11538461538461542,0.5,0.4615384615384615,18.0,20.0,67.0,50.0,"Rank-aggregated computational targetability from within-view percentiles; screened=258, eligible=258, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL55,HHV2p19,gene,605,106,106,1.0,14,92,0,0.1320754716981132,0.08033205324120549,175.20661157024793,106,1.0,106,VST-e0a21202a289e74a,89.0,0.84891064729205,254.0,624.5,580.0,4.0,1,22,92,1.0,144671.63999999998,,biological evidence not supplied,high,0.33333333333333337,0.3589743589743589,0.41025641025641024,0.6987179487179487,0.5,0.46025641025641023,53.0,51.0,47.0,51.0,"Rank-aggregated computational targetability from within-view percentiles; screened=106, eligible=106, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL37,HHV2p38,gene,3373,637,637,1.0,48,589,0,0.07535321821036106,0.057304062250132994,188.8526534242514,637,1.0,637,VST-24ba0576a5c2acb0,13.0,0.84891064729205,194.0,224.5,217.0,5.0,14,184,586,1.0,20779.05,,biological evidence not supplied,high,0.858974358974359,0.4487179487179487,0.10256410256410253,0.33333333333333337,0.5,0.44871794871794873,12.0,44.0,71.0,52.0,"Rank-aggregated computational targetability from within-view percentiles; screened=637, eligible=637, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
RL1,HHV2p77,gene,1304,91,91,1.0,17,74,0,0.18681318681318682,0.12003755149503505,69.78527607361963,91,1.0,91,VST-1a25404acae9fb26,1815.0,0.7739106472920501,1824.0,1886.5,1878.0,4.0,0,27,74,1.0,5460.24,,biological evidence not supplied,high,0.07051282051282048,0.07051282051282048,0.8461538461538461,0.6987179487179487,0.5,0.4371794871794871,73.0,73.0,13.0,53.0,"Rank-aggregated computational targetability from within-view percentiles; screened=91, eligible=91, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL45,HHV2p30,gene,650,103,103,1.0,14,89,0,0.13592233009708737,0.0827242599534708,158.46153846153845,103,1.0,103,VST-a7a1eb35bf0e0f4b,124.0,0.8478212945841,351.0,1258.0,1252.0,4.0,2,18,89,1.0,295534.44000000006,,biological evidence not supplied,high,0.23717948717948723,0.2564102564102564,0.4487179487179487,0.6987179487179487,0.5,0.4282051282051282,60.0,59.0,44.0,54.0,"Rank-aggregated computational targetability from within-view percentiles; screened=103, eligible=103, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL38,HHV2p37,gene,1523,224,224,1.0,24,200,0,0.10714285714285714,0.07306298866225625,147.07813525935654,224,1.0,224,VST-3c84536b3d271dc5,107.0,0.8478212945841,262.0,706.0,557.0,4.0,2,51,200,1.0,124163.23999999999,,biological evidence not supplied,high,0.28205128205128205,0.33333333333333337,0.3205128205128205,0.6987179487179487,0.5,0.4269230769230769,57.0,53.0,54.0,55.0,"Rank-aggregated computational targetability from within-view percentiles; screened=224, eligible=224, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL26.5,HHV2p49,gene,1047,188,188,1.0,26,162,0,0.13829787234042554,0.09615678927025986,179.5606494746896,188,1.0,188,VST-9b2fe3f28849fe07,63.0,0.84891064729205,247.0,715.5,667.0,5.5,4,53,162,1.0,153882.01,,biological evidence not supplied,high,0.4551282051282052,0.3717948717948718,0.5769230769230769,0.17307692307692313,0.5,0.41538461538461535,42.0,50.0,34.0,56.0,"Rank-aggregated computational targetability from within-view percentiles; screened=188, eligible=188, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
RL1,HHV2p16,gene,1304,93,93,1.0,17,76,0,0.1827956989247312,0.1173789608545508,71.31901840490798,93,1.0,93,VST-82d72795f644870b,1822.0,0.7739106472920501,1825.0,1886.0,1876.0,4.0,0,26,76,1.0,5319.85,,biological evidence not supplied,high,0.012820512820512775,0.05128205128205132,0.8076923076923077,0.6987179487179487,0.5,0.4141025641025641,78.0,75.0,16.0,57.0,"Rank-aggregated computational targetability from within-view percentiles; screened=93, eligible=93, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL23,HHV2p53,gene,1195,209,209,1.0,20,188,0,0.09569377990430622,0.06280260948443428,174.89539748953973,209,1.0,209,VST-fd50f49d1629b504,97.0,0.84891064729205,116.0,198.0,180.0,5.0,3,54,187,1.0,20624.2,,biological evidence not supplied,high,0.3205128205128205,0.717948717948718,0.16666666666666663,0.33333333333333337,0.5,0.4076923076923077,54.0,23.0,66.0,58.0,"Rank-aggregated computational targetability from within-view percentiles; screened=209, eligible=209, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
US1,HHV2p14,gene,1289,180,180,1.0,20,160,0,0.1111111111111111,0.07308754224863465,139.6431342125679,180,1.0,180,VST-0eb0fef19fb7cc0c,147.0,0.846915388633402,329.0,770.0,753.0,4.0,1,40,160,1.0,133402.81,,biological evidence not supplied,high,0.20512820512820518,0.2692307692307693,0.33333333333333337,0.6987179487179487,0.5,0.4012820512820513,63.0,58.0,53.0,59.0,"Rank-aggregated computational targetability from within-view percentiles; screened=180, eligible=180, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL2,HHV2p74,gene,1051,173,173,1.0,23,150,0,0.1329479768786127,0.09024980717837855,164.60513796384396,173,1.0,173,VST-46934db01db99217,344.0,0.8455484087211509,552.0,613.0,606.0,4.0,4,33,150,1.0,23945.21,,biological evidence not supplied,high,0.13461538461538458,0.14102564102564108,0.5256410256410257,0.6987179487179487,0.5,0.4,68.0,68.0,38.0,60.0,"Rank-aggregated computational targetability from within-view percentiles; screened=173, eligible=173, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL31,HHV2p43,gene,1000,167,167,1.0,18,149,0,0.10778443113772455,0.0692734688851998,167.0,167,1.0,167,VST-1614cebe9524b7f1,100.0,0.8478212945841,473.0,965.0,925.0,4.0,4,44,148,1.0,169375.85,,biological evidence not supplied,high,0.3012820512820513,0.17948717948717952,0.2692307692307693,0.6987179487179487,0.5,0.3897435897435898,55.0,65.0,58.0,61.0,"Rank-aggregated computational targetability from within-view percentiles; screened=167, eligible=167, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL54,HHV2p20,gene,1550,288,288,1.0,25,263,0,0.08680555555555555,0.05948764452792241,185.80645161290323,288,1.0,288,VST-74d3b26f9485c990,47.0,0.84891064729205,306.0,470.0,452.0,5.0,4,62,263,1.0,99985.16,,biological evidence not supplied,high,0.6153846153846154,0.2948717948717948,0.14102564102564108,0.33333333333333337,0.5,0.3769230769230769,31.0,56.0,68.0,62.0,"Rank-aggregated computational targetability from within-view percentiles; screened=288, eligible=288, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
US7,HHV2p08,gene,1190,213,213,1.0,25,188,0,0.11737089201877934,0.08077672149795292,178.99159663865547,213,1.0,213,VST-b6946efa81f0316a,129.0,0.8478212945841,270.0,641.5,634.0,5.0,4,51,187,1.0,91374.01,,biological evidence not supplied,high,0.21794871794871795,0.3205128205128205,0.42307692307692313,0.33333333333333337,0.5,0.358974358974359,62.0,54.0,46.0,63.0,"Rank-aggregated computational targetability from within-view percentiles; screened=213, eligible=213, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL8,HHV2p67,gene,2273,335,335,1.0,28,306,0,0.08358208955223881,0.05845909868237785,147.3823141223053,335,1.0,335,VST-2c252939df26b41d,15.0,0.84891064729205,361.0,468.5,402.0,7.0,9,112,306,1.0,93977.63999999998,,biological evidence not supplied,high,0.8269230769230769,0.2435897435897436,0.1282051282051282,0.05769230769230771,0.5,0.35128205128205126,14.0,60.0,69.0,64.0,"Rank-aggregated computational targetability from within-view percentiles; screened=335, eligible=335, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL1,HHV2p75,gene,1598,257,257,1.0,25,232,0,0.09727626459143969,0.06675971051382712,160.82603254067584,257,1.0,257,VST-46934db01db99217,344.0,0.8455484087211509,516.0,590.5,575.0,4.0,7,53,232,1.0,10391.360000000002,,biological evidence not supplied,high,0.13461538461538458,0.16666666666666663,0.21794871794871795,0.6987179487179487,0.5,0.3435897435897436,68.0,66.0,62.0,65.0,"Rank-aggregated computational targetability from within-view percentiles; screened=257, eligible=257, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
US4,HHV2p11,gene,2178,379,379,1.0,34,345,0,0.08970976253298153,0.06490692232066687,174.01285583103765,379,1.0,379,VST-597a5cd0a9e8ee69,33.0,0.84891064729205,378.0,454.5,442.0,6.0,5,127,342,1.0,85600.25,,biological evidence not supplied,high,0.6858974358974359,0.21794871794871795,0.1923076923076923,0.11538461538461542,0.5,0.3423076923076923,25.0,62.0,64.0,66.0,"Rank-aggregated computational targetability from within-view percentiles; screened=379, eligible=379, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL56,HHV2p18,gene,739,133,133,1.0,12,121,0,0.09022556390977443,0.05236654057337976,179.97293640054127,133,1.0,133,VST-7de12e0ca3ba269a,52.0,0.84891064729205,410.0,1300.0,1299.0,5.0,2,38,120,1.0,424007.69000000006,,biological evidence not supplied,high,0.5897435897435898,0.20512820512820518,0.07692307692307687,0.33333333333333337,0.5,0.34102564102564104,33.0,63.0,73.0,67.0,"Rank-aggregated computational targetability from within-view percentiles; screened=133, eligible=133, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL43,HHV2p32,gene,1262,220,220,1.0,21,198,0,0.09545454545454546,0.06328224801345717,174.32646592709983,220,1.0,220,VST-dbd17f1838aab588,87.0,0.84891064729205,282.0,504.5,502.0,5.0,7,56,199,1.0,35121.96,,biological evidence not supplied,high,0.34615384615384615,0.3076923076923077,0.17948717948717952,0.33333333333333337,0.5,0.33333333333333337,52.0,55.0,65.0,68.0,"Rank-aggregated computational targetability from within-view percentiles; screened=220, eligible=220, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
US12,HHV2p04,gene,916,171,171,1.0,12,159,0,0.07017543859649122,0.04059587411660809,186.6812227074236,171,1.0,171,VST-3f4aa95a6b499939,108.0,0.8478212945841,206.0,954.0,915.0,5.0,1,58,154,1.0,408013.43999999994,,biological evidence not supplied,high,0.2628205128205128,0.41666666666666663,0.038461538461538436,0.33333333333333337,0.5,0.3102564102564102,58.0,46.0,76.0,69.0,"Rank-aggregated computational targetability from within-view percentiles; screened=171, eligible=171, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL32,HHV2p44,gene,2789,432,432,1.0,40,392,0,0.09259259259259259,0.06873475349137673,154.89422732162063,432,1.0,432,VST-1614cebe9524b7f1,100.0,0.8478212945841,460.0,566.5,550.0,5.5,5,119,390,1.0,78841.4,,biological evidence not supplied,high,0.3012820512820513,0.1923076923076923,0.2564102564102564,0.17307692307692313,0.5,0.2846153846153846,55.0,64.0,59.0,70.0,"Rank-aggregated computational targetability from within-view percentiles; screened=432, eligible=432, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
US11,HHV2p03,gene,1082,210,210,1.0,13,197,0,0.06190476190476191,0.03653085826362613,194.08502772643251,210,1.0,210,VST-3f4aa95a6b499939,108.0,0.8478212945841,206.0,954.0,915.0,6.0,1,73,192,1.0,338180.75999999995,,biological evidence not supplied,high,0.2628205128205128,0.41666666666666663,0.02564102564102566,0.11538461538461542,0.5,0.2641025641025641,58.0,46.0,77.0,71.0,"Rank-aggregated computational targetability from within-view percentiles; screened=210, eligible=210, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
RS1,HHV2p01,gene,4076,376,376,1.0,35,339,0,0.09308510638297872,0.06769266168168192,92.24730127576056,376,1.0,376,VST-15399711ed2c7aff,1814.0,0.7739106472920501,1845.0,1868.0,1856.0,5.0,6,105,341,1.0,1506.29,,biological evidence not supplied,high,0.08974358974358976,0.02564102564102566,0.2435897435897436,0.33333333333333337,0.5,0.2384615384615385,72.0,77.0,60.0,72.0,"Rank-aggregated computational targetability from within-view percentiles; screened=376, eligible=376, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
RS1,HHV2p15,gene,4076,377,377,1.0,35,340,0,0.09283819628647215,0.06751102836742012,92.49263984298332,377,1.0,377,VST-22f12f5572287adc,1816.0,0.7739106472920501,1844.0,1875.0,1864.0,5.0,6,106,342,1.0,1369.8899999999999,,biological evidence not supplied,high,0.05128205128205132,0.038461538461538436,0.23076923076923073,0.33333333333333337,0.5,0.23076923076923075,75.0,76.0,61.0,73.0,"Rank-aggregated computational targetability from within-view percentiles; screened=377, eligible=377, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL16,HHV2p59,gene,1120,201,201,1.0,20,181,0,0.09950248756218906,0.06533892623243026,179.4642857142857,201,1.0,201,VST-3f9425049d24ed26,487.0,0.8444590560132009,628.0,842.5,681.0,7.0,5,69,181,1.0,94174.84,,biological evidence not supplied,high,0.11538461538461542,0.1282051282051282,0.20512820512820518,0.05769230769230771,0.5,0.2012820512820513,70.0,69.0,63.0,74.0,"Rank-aggregated computational targetability from within-view percentiles; screened=201, eligible=201, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
UL51,HHV2p23,gene,760,161,161,1.0,12,149,0,0.07453416149068323,0.04314801783359526,211.8421052631579,161,1.0,161,VST-a1cb584bc91c1c36,708.0,0.842777627204301,1116.0,1629.0,1569.0,6.0,8,48,146,1.0,238011.28999999998,,biological evidence not supplied,high,0.10256410256410253,0.10256410256410253,0.05128205128205132,0.11538461538461542,0.5,0.17435897435897435,71.0,71.0,75.0,75.0,"Rank-aggregated computational targetability from within-view percentiles; screened=161, eligible=161, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
LAT,HHV2s01,gene,7814,858,858,1.0,63,795,0,0.07342657342657342,0.0578103373282693,109.80291783977476,858,1.0,858,VST-1a25404acae9fb26,1815.0,0.7739106472920501,1824.0,1842.0,1836.0,8.0,41,340,792,1.0,382.80999999999995,,biological evidence not supplied,high,0.07051282051282048,0.07051282051282048,0.11538461538461542,0.03205128205128205,0.5,0.1576923076923077,73.0,73.0,70.0,76.0,"Rank-aggregated computational targetability from within-view percentiles; screened=858, eligible=858, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
LAT,HHV2s02,gene,8485,927,927,1.0,66,860,0,0.07119741100323625,0.05635273977904254,109.25162050677667,927,1.0,927,VST-7d9e9bf5c85b91ae,1820.0,0.7739106472920501,1823.0,1844.5,1840.0,8.0,48,365,859,1.0,376.03999999999996,,biological evidence not supplied,high,0.03205128205128205,0.08974358974358976,0.08974358974358976,0.03205128205128205,0.5,0.14871794871794872,76.0,72.0,72.0,77.0,"Rank-aggregated computational targetability from within-view percentiles; screened=927, eligible=927, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
RL2,HHV2p17,gene,3341,443,443,1.0,21,422,0,0.04740406320541761,0.031211427432248293,132.59503142771624,443,1.0,443,VST-7d9e9bf5c85b91ae,1820.0,0.7739106472920501,1849.0,1865.5,1859.0,9.0,17,183,421,1.0,945.2399999999998,,biological evidence not supplied,high,0.03205128205128205,0.0,0.0,0.0064102564102563875,0.5,0.10769230769230768,76.0,79.0,79.0,78.0,"Rank-aggregated computational targetability from within-view percentiles; screened=443, eligible=443, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
RL2,HHV2p76,gene,3341,442,442,1.0,21,421,0,0.04751131221719457,0.0312825143205055,132.29571984435796,442,1.0,442,VST-e0a60ef4cb61b347,1829.0,0.7739106472920501,1848.0,1864.5,1861.0,9.0,17,182,420,1.0,777.6899999999999,,biological evidence not supplied,high,0.0,0.012820512820512775,0.012820512820512775,0.0064102564102563875,0.5,0.10641025641025639,79.0,78.0,78.0,79.0,"Rank-aggregated computational targetability from within-view percentiles; screened=442, eligible=442, confidence=high. Biological evidence is reported separately and is not added to this score.",${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
